year,company_name,ticker,country_iso3,geo_code_type,country_code_review_flag,segment,value_chain_group,analysis_period,source_validation_caution,first_observed_year,years_since_first_observation,revenue_usd_bn,operating_margin_pct,operating_income_usd_bn,rd_spend_usd_bn,capex_usd_bn,calculated_operating_income_usd_bn,operating_income_abs_diff_usd_bn,operating_income_review_flag,rd_intensity_pct,capex_intensity_pct,zero_revenue_flag,previous_year,previous_revenue_usd_bn,previous_operating_income_usd_bn,consecutive_year_flag,revenue_growth_pct,absolute_revenue_change_usd_bn,operating_income_growth_pct,rd_to_operating_income_pct,capex_to_operating_income_pct,revenue_share_within_dataset_pct,revenue_rank_within_year,value_chain_revenue_usd_bn,value_chain_revenue_share_pct,growth_calculation_available,investment_ratio_available
2022,HiSilicon (Huawei),HUAWEI,CHN,country,False,fabless_diversified,Fabless,Transition Year,False,2010,12,1.97,34.3,0.67,0.24,0.2,0.67571,0.0057099999999999,False,12.182741116751268,10.152284263959393,False,2021,6.76,2.6,True,-70.85798816568047,-4.79,-74.23076923076923,35.82089552238806,29.850746268656714,0.2824534740343532,34,154.83,22.19912253032432,True,True
2023,HiSilicon (Huawei),HUAWEI,CHN,country,False,fabless_diversified,Fabless,AI expansion,False,2010,13,4.03,29.5,1.19,0.48,0.4,1.18885,0.0011499999999999,False,11.910669975186105,9.925558312655086,False,2022,1.97,0.67,True,104.56852791878175,2.0600000000000005,77.61194029850745,40.33613445378151,33.61344537815126,0.6158783525636128,33,177.4,27.1108733858027,True,True
2024,HiSilicon (Huawei),HUAWEI,CHN,country,False,fabless_diversified,Fabless,AI expansion,False,2010,14,9.12,30.2,2.75,1.09,0.91,2.75424,0.0042399999999997,False,11.951754385964914,9.978070175438598,False,2023,4.03,1.19,True,126.30272952853593,5.089999999999999,131.09243697478993,39.63636363636364,33.09090909090909,1.1007712640764746,23,284.01,34.27961038490784,True,True
2025,HiSilicon (Huawei),HUAWEI,CHN,country,False,fabless_diversified,Fabless,AI expansion,True,2010,15,10.53,28.8,3.03,1.26,1.05,3.03264,0.0026400000000004,False,11.965811965811966,9.971509971509974,False,2024,9.12,2.75,True,15.460526315789469,1.4100000000000001,10.18181818181818,41.584158415841586,34.65346534653466,1.0446014047061625,22,371.74,36.87750486091822,True,True
2026,HiSilicon (Huawei),HUAWEI,CHN,country,False,fabless_diversified,Fabless,AI expansion,True,2010,16,11.51,25.4,2.92,1.38,1.15,2.92354,0.00354,False,11.98957428323197,9.991311902693308,False,2025,10.53,3.03,True,9.306742640075981,0.9800000000000004,-3.63036303630363,47.26027397260274,39.38356164383561,1.0002346336673242,23,455.02000000000004,39.5418560392099,True,True
2010,Hua Hong,1347,CHN,country,False,foundry,Foundry,Smart automobile expansion,False,2010,0,0.63,39.7,0.25,0.05,0.28,0.25011,0.00011,False,7.936507936507938,44.44444444444445,False,,,,False,,,,20.0,112.00000000000001,0.2680851063829787,33,26.67,11.348936170212767,False,True
2011,Hua Hong,1347,CHN,country,False,foundry,Foundry,Smart automobile expansion,False,2010,1,0.62,33.7,0.21,0.05,0.28,0.20894,0.0010599999999999,False,8.06451612903226,45.16129032258065,False,2010,0.63,0.25,True,-1.5873015873015928,-0.010000000000000009,-16.000000000000004,23.80952380952381,133.33333333333334,0.24819855884707764,33,30.44,12.185748598879103,True,True
2012,Hua Hong,1347,CHN,country,False,foundry,Foundry,Smart automobile expansion,False,2010,2,0.62,39.2,0.24,0.05,0.28,0.24304,0.00304,False,8.06451612903226,45.16129032258065,False,2011,0.62,0.21,True,0.0,0.0,14.28571428571428,20.833333333333336,116.66666666666667,0.23249709378632766,33,32.669999999999995,12.251096861289232,True,True
2013,Hua Hong,1347,CHN,country,False,foundry,Foundry,Smart automobile expansion,False,2010,3,0.65,44.1,0.29,0.05,0.29,0.28665,0.0033499999999999,False,7.6923076923076925,44.61538461538461,False,2012,0.62,0.24,True,4.8387096774193505,0.030000000000000027,20.833333333333325,17.24137931034483,100.0,0.22869608050102036,32,38.12,13.412145521075225,True,True
2014,Hua Hong,1347,CHN,country,False,foundry,Foundry,Smart automobile expansion,False,2010,4,0.68,43.9,0.3,0.05,0.3,0.29852,0.0014799999999999,False,7.352941176470589,44.11764705882352,False,2013,0.65,0.29,True,4.615384615384621,0.030000000000000027,3.4482758620689724,16.666666666666668,100.0,0.23226423472350313,32,41.589999999999996,14.205690473750726,True,True
2015,Hua Hong,1347,CHN,country,False,foundry,Foundry,Smart automobile expansion,False,2010,5,0.7,40.1,0.28,0.06,0.32,0.2807,0.0006999999999999,False,8.571428571428571,45.71428571428572,False,2014,0.68,0.3,True,2.941176470588225,0.019999999999999907,-6.666666666666654,21.428571428571423,114.28571428571428,0.2247046738572162,33,46.3,14.86260914227016,True,True
2016,Hua Hong,1347,CHN,country,False,foundry,Foundry,Smart automobile expansion,False,2010,6,0.76,40.0,0.31,0.06,0.34,0.304,0.006,False,7.894736842105263,44.73684210526316,False,2015,0.7,0.28,True,8.571428571428585,0.06000000000000005,10.714285714285698,19.35483870967742,109.67741935483872,0.2058114658650852,33,51.36,13.908522219514177,True,True
2017,Hua Hong,1347,CHN,country,False,foundry,Foundry,Smart automobile expansion,False,2010,7,0.88,33.0,0.29,0.07,0.39,0.2904,0.0004,False,7.954545454545456,44.31818181818182,False,2016,0.76,0.31,True,15.789473684210531,0.12,-6.451612903225811,24.13793103448276,134.48275862068968,0.20448472173812013,33,56.93,13.22876728244452,True,True
2018,Hua Hong,1347,CHN,country,False,foundry,Foundry,Smart automobile expansion,False,2010,8,0.85,38.4,0.33,0.07,0.38,0.3264,0.0035999999999999,False,8.23529411764706,44.70588235294118,False,2017,0.88,0.29,True,-3.409090909090917,-0.030000000000000027,13.793103448275868,21.21212121212121,115.15151515151514,0.17849643007139857,32,61.879999999999995,12.994540109197816,True,True
2019,Hua Hong,1347,CHN,country,False,foundry,Foundry,Smart automobile expansion,False,2010,9,0.93,42.1,0.39,0.07,0.42,0.39153,0.00153,False,7.526881720430108,45.16129032258064,False,2018,0.85,0.33,True,9.411764705882364,0.08000000000000007,18.181818181818187,17.94871794871795,107.6923076923077,0.18785981214018785,34,69.02,13.94202605797394,True,True
2020,Hua Hong,1347,CHN,country,False,foundry,Foundry,Smart automobile expansion,False,2010,10,0.97,38.8,0.38,0.08,0.44,0.37636,0.00364,False,8.24742268041237,45.36082474226804,False,2019,0.93,0.39,True,4.3010752688172005,0.039999999999999925,-2.564102564102566,21.052631578947366,115.78947368421053,0.19257876868708929,34,75.64,15.017173261331374,True,True
2021,Hua Hong,1347,CHN,country,False,foundry,Foundry,Smart automobile expansion,False,2010,11,1.78,43.1,0.77,0.14,0.8,0.7671800000000001,0.0028199999999999,False,7.865168539325844,44.943820224719104,False,2020,0.97,0.38,True,83.50515463917527,0.81,102.63157894736841,18.181818181818183,103.89610389610391,0.2951760277266471,35,101.05,16.75704359650432,True,True
2022,Hua Hong,1347,CHN,country,False,foundry,Foundry,Transition Year,False,2010,12,2.51,42.9,1.08,0.2,1.13,1.07679,0.0032100000000001,False,7.9681274900398416,45.0199203187251,False,2021,1.78,0.77,True,41.01123595505616,0.7299999999999998,40.25974025974026,18.51851851851852,104.6296296296296,0.3598772689473231,33,119.96000000000001,17.19955266251828,True,True
2023,Hua Hong,1347,CHN,country,False,foundry,Foundry,AI expansion,False,2010,13,2.32,38.3,0.89,0.19,1.04,0.8885599999999998,0.0014400000000002,False,8.189655172413794,44.82758620689656,False,2022,2.51,1.08,True,-7.569721115537842,-0.18999999999999995,-17.59259259259259,21.34831460674157,116.85393258426966,0.354550317108581,34,105.72000000000001,16.156491174447925,True,True
2024,Hua Hong,1347,CHN,country,False,foundry,Foundry,AI expansion,False,2010,14,1.94,40.3,0.78,0.16,0.87,0.7818199999999998,0.0018199999999998,False,8.24742268041237,44.84536082474227,False,2023,2.32,0.89,True,-16.37931034482758,-0.3799999999999999,-12.35955056179775,20.51282051282051,111.53846153846155,0.23415529082328515,35,131.07,15.819965962993807,True,True
2025,Hua Hong,1347,CHN,country,False,foundry,Foundry,AI expansion,True,2010,15,2.2,44.4,0.98,0.18,0.99,0.9768,0.0031999999999998,False,8.18181818181818,44.99999999999999,False,2024,1.94,0.78,True,13.402061855670123,0.26000000000000023,25.64102564102564,18.367346938775512,101.0204081632653,0.2182453077258839,35,156.43,15.518233403436374,True,True
2026,Hua Hong,1347,CHN,country,False,foundry,Foundry,AI expansion,True,2010,16,2.32,35.7,0.83,0.19,1.05,0.82824,0.0017599999999999,False,8.189655172413794,45.25862068965517,False,2025,2.2,0.98,True,5.454545454545445,0.11999999999999966,-15.306122448979597,22.89156626506024,126.50602409638556,0.20161115118229297,35,164.83,14.323950883352307,True,True
2010,Infineon,IFX,DEU,country,False,idm_automotive,IDM,Smart automobile expansion,False,2010,0,4.57,21.1,0.96,0.55,0.68,0.96427,0.0042700000000001,False,12.035010940919037,14.87964989059081,False,,,,False,,,,57.29166666666667,70.83333333333334,1.9446808510638298,14,145.92,62.09361702127659,False,True
2011,Infineon,IFX,DEU,country,False,idm_automotive,IDM,Smart automobile expansion,False,2010,1,4.54,16.5,0.75,0.54,0.68,0.7491,0.0009,False,11.894273127753303,14.977973568281936,False,2010,4.57,0.96,True,-0.6564551422319487,-0.03000000000000025,-21.875,72.00000000000001,90.66666666666667,1.8174539631705364,15,151.0,60.448358686949554,True,True
2012,Infineon,IFX,DEU,country,False,idm_automotive,IDM,Smart automobile expansion,False,2010,2,5.11,16.8,0.86,0.61,0.77,0.8584800000000001,0.0015199999999998,False,11.937377690802348,15.068493150684931,False,2011,4.54,0.75,True,12.555066079295152,0.5700000000000003,14.666666666666671,70.93023255813954,89.53488372093024,1.9162260471744101,15,161.35,60.50549368132898,True,True
2013,Infineon,IFX,DEU,country,False,idm_automotive,IDM,Smart automobile expansion,False,2010,3,5.56,26.0,1.44,0.67,0.83,1.4456,0.0056,False,12.050359712230216,14.928057553956837,False,2012,5.11,0.86,True,8.80626223091976,0.4499999999999993,67.44186046511626,46.527777777777786,57.638888888888886,1.9562310885933434,14,165.43,58.204911688128924,True,True
2014,Infineon,IFX,DEU,country,False,idm_automotive,IDM,Smart automobile expansion,False,2010,4,5.52,17.5,0.97,0.66,0.83,0.966,0.004,False,11.956521739130435,15.03623188405797,False,2013,5.56,1.44,True,-0.7194244604316502,-0.040000000000000036,-32.638888888888886,68.04123711340206,85.56701030927834,1.8854390818731428,17,168.2,57.45124158896062,True,True
2015,Infineon,IFX,DEU,country,False,idm_automotive,IDM,Smart automobile expansion,False,2010,5,6.04,24.8,1.5,0.73,0.91,1.49792,0.00208,False,12.086092715231787,15.066225165562914,False,2014,5.52,0.97,True,9.420289855072483,0.5200000000000005,54.639175257731964,48.666666666666664,60.66666666666667,1.9388803287108372,15,172.79,55.46674370826913,True,True
2016,Infineon,IFX,DEU,country,False,idm_automotive,IDM,Smart automobile expansion,False,2010,6,6.56,20.7,1.36,0.79,0.98,1.3579199999999998,0.0020800000000003,False,12.042682926829269,14.9390243902439,False,2015,6.04,1.5,True,8.609271523178808,0.5199999999999996,-9.333333333333327,58.08823529411764,72.05882352941175,1.7764779158881034,18,211.93,57.3916104747204,True,True
2017,Infineon,IFX,DEU,country,False,idm_automotive,IDM,Smart automobile expansion,False,2010,7,8.03,15.0,1.21,0.96,1.2,1.2045,0.0055,False,11.95516811955168,14.943960149439604,False,2016,6.56,1.36,True,22.40853658536586,1.4699999999999998,-11.029411764705888,79.33884297520662,99.17355371900827,1.8659230858603462,16,247.23000000000002,57.448588358313,True,True
2018,Infineon,IFX,DEU,country,False,idm_automotive,IDM,Smart automobile expansion,False,2010,8,8.08,18.7,1.51,0.97,1.21,1.51096,0.00096,False,12.004950495049505,14.975247524752474,False,2017,8.03,1.21,True,0.6226650062266526,0.05000000000000071,24.79338842975207,64.23841059602648,80.13245033112582,1.6967660646787064,17,274.37,57.616547669046625,True,True
2019,Infineon,IFX,DEU,country,False,idm_automotive,IDM,Smart automobile expansion,False,2010,9,8.57,22.4,1.92,1.03,1.28,1.91968,0.00032,False,12.018669778296385,14.935822637106185,False,2018,8.08,1.51,True,6.064356435643559,0.4900000000000002,27.15231788079471,53.645833333333336,66.66666666666667,1.7311382688617312,19,273.07,55.16008483991516,True,True
2020,Infineon,IFX,DEU,country,False,idm_automotive,IDM,Smart automobile expansion,False,2010,10,9.07,14.7,1.33,1.09,1.36,1.33329,0.00329,False,12.017640573318634,14.994487320837926,False,2019,8.57,1.92,True,5.834305717619603,0.5,-30.729166666666664,81.95488721804512,102.25563909774435,1.8007107546308248,18,258.64,51.349044054875016,True,True
2021,Infineon,IFX,DEU,country,False,idm_automotive,IDM,Smart automobile expansion,False,2010,11,11.78,18.3,2.15,1.41,1.77,2.15574,0.0057399999999998,False,11.96943972835314,15.025466893039049,False,2020,9.07,1.33,True,29.878721058434387,2.709999999999999,61.65413533834585,65.58139534883722,82.32558139534885,1.9534683183257882,18,285.09999999999997,47.27791320498151,True,True
2022,Infineon,IFX,DEU,country,False,idm_automotive,IDM,Transition Year,False,2010,12,14.75,18.1,2.67,1.77,2.21,2.66975,0.0002499999999998,False,12.0,14.983050847457626,False,2021,11.78,2.15,True,25.212224108658752,2.9700000000000006,24.1860465116279,66.29213483146069,82.77153558052434,2.1148166203079746,18,317.07,45.46067157973217,True,True
2023,Infineon,IFX,DEU,country,False,idm_automotive,IDM,AI expansion,False,2010,13,16.68,11.6,1.94,2.0,2.5,1.93488,0.00512,False,11.990407673860911,14.98800959232614,False,2022,14.75,2.67,True,13.084745762711858,1.9299999999999997,-27.340823970037455,103.09278350515466,128.8659793814433,2.54909452128066,14,256.74,39.235882937265984,True,True
2024,Infineon,IFX,DEU,country,False,idm_automotive,IDM,AI expansion,False,2010,14,15.35,21.3,3.28,1.84,2.3,3.26955,0.01045,False,11.98697068403909,14.983713355048858,False,2023,16.68,1.94,True,-7.973621103117512,-1.33,69.0721649484536,56.09756097560976,70.1219512195122,1.8527235639883646,14,301.22,36.35683335143813,True,True
2025,Infineon,IFX,DEU,country,False,idm_automotive,IDM,AI expansion,True,2010,15,15.69,21.6,3.39,1.88,2.35,3.38904,0.00096,False,11.982154238368386,14.977692797960485,False,2024,15.35,3.28,True,2.2149837133550454,0.33999999999999986,3.35365853658538,55.45722713864306,69.32153392330383,1.5564858537359627,17,346.83,34.40637276298559,True,True
2026,Infineon,IFX,DEU,country,False,idm_automotive,IDM,AI expansion,True,2010,16,17.45,20.7,3.61,2.09,2.62,3.61215,0.0021499999999998,False,11.977077363896846,15.014326647564472,False,2025,15.69,3.39,True,11.217335882727841,1.7599999999999998,6.4896755162241915,57.89473684210527,72.57617728531856,1.5164287017806086,16,387.14,33.642991839962455,True,True
2010,Intel,INTC,USA,country,False,idm_cpu,IDM,Smart automobile expansion,False,2010,0,44.33,27.0,11.96,8.87,11.08,11.9691,0.0090999999999983,False,20.009023234829684,24.99436047823145,False,,,,False,,,,74.16387959866219,92.64214046822742,18.86382978723404,1,145.92,62.09361702127659,False,True
2011,Intel,INTC,USA,country,False,idm_cpu,IDM,Smart automobile expansion,False,2010,1,45.66,14.0,6.39,9.13,11.41,6.3924,0.0024000000000006,False,19.99561979851073,24.98904949627683,False,2010,44.33,11.96,True,3.000225580870741,1.3299999999999983,-46.57190635451506,142.8794992175274,178.5602503912363,18.278622898318652,1,151.0,60.448358686949554,True,True
2012,Intel,INTC,USA,country,False,idm_cpu,IDM,Smart automobile expansion,False,2010,2,50.66,18.6,9.44,10.13,12.67,9.42276,0.0172399999999992,False,19.99605211212002,25.009869719699964,False,2011,45.66,6.39,True,10.950503723171256,5.0,47.73082942097027,107.30932203389831,134.21610169491527,18.997262534218322,1,161.35,60.50549368132898,True,True
2013,Intel,INTC,USA,country,False,idm_cpu,IDM,Smart automobile expansion,False,2010,3,50.78,23.9,12.15,10.16,12.7,12.13642,0.0135799999999992,False,20.007877116975187,25.009846396218983,False,2012,50.66,9.44,True,0.23687327279906523,0.12000000000000455,28.707627118644076,83.62139917695474,104.5267489711934,17.866441488987405,1,165.43,58.204911688128924,True,True
2014,Intel,INTC,USA,country,False,idm_cpu,IDM,Smart automobile expansion,False,2010,4,50.47,16.2,8.2,10.09,12.62,8.176139999999998,0.0238600000000008,True,19.992074499702795,25.00495343768575,False,2013,50.78,12.15,True,-0.6104765655770006,-0.3100000000000023,-32.51028806584363,123.04878048780488,153.90243902439025,17.238788127198827,1,168.2,57.45124158896062,True,True
2015,Intel,INTC,USA,country,False,idm_cpu,IDM,Smart automobile expansion,False,2010,5,52.71,17.6,9.29,10.54,13.18,9.27696,0.0130399999999983,False,19.99620565357617,25.00474293302978,False,2014,50.47,8.2,True,4.438280166435504,2.240000000000002,13.292682926829258,113.45532831001077,141.8729817007535,16.920261941448384,1,172.79,55.46674370826913,True,True
2016,Intel,INTC,USA,country,False,idm_cpu,IDM,Smart automobile expansion,False,2010,6,61.27,21.6,13.22,12.25,15.32,13.234320000000002,0.0143200000000014,False,19.99347151950383,25.0040803003101,False,2015,52.71,9.29,True,16.239802693985972,8.560000000000002,42.30355220667386,92.6626323751891,115.88502269288956,16.59219541257075,1,211.93,57.3916104747204,True,True
2017,Intel,INTC,USA,country,False,idm_cpu,IDM,Smart automobile expansion,False,2010,7,66.18,15.8,10.43,13.24,16.54,10.456440000000002,0.0264400000000026,True,20.006044122091264,24.992444847385915,False,2016,61.27,13.22,True,8.013709809041947,4.910000000000004,-21.10438729198185,126.94151486097796,158.5810162991371,15.378180550714534,1,247.23000000000002,57.448588358313,True,True
2018,Intel,INTC,USA,country,False,idm_cpu,IDM,Smart automobile expansion,False,2010,8,66.06,20.2,13.32,13.21,16.51,13.34412,0.0241199999999999,True,19.996972449288524,24.99243112322132,False,2017,66.18,10.43,True,-0.18132366273799772,-0.12000000000000455,27.70853307766059,99.17417417417418,123.94894894894897,13.87232255354893,2,274.37,57.616547669046625,True,True
2019,Intel,INTC,USA,country,False,idm_cpu,IDM,Smart automobile expansion,False,2010,9,73.31,21.4,15.67,14.66,18.33,15.688339999999998,0.0183399999999984,False,19.997271859227936,25.003410175965072,False,2018,66.06,13.32,True,10.97487132909476,7.25,17.642642642642635,93.55456285896618,116.97511167836629,14.808605191394808,2,273.07,55.16008483991516,True,True
2020,Intel,INTC,USA,country,False,idm_cpu,IDM,Smart automobile expansion,False,2010,10,79.56,20.4,16.24,15.91,19.89,16.23024,0.0097599999999999,False,19.99748617395676,25.0,False,2019,73.31,15.67,True,8.525439912699495,6.25,3.637523931078479,97.96798029556652,122.47536945812809,15.795429728602912,1,258.64,51.349044054875016,True,True
2021,Intel,INTC,USA,country,False,idm_cpu,IDM,Smart automobile expansion,False,2010,11,72.13,20.7,14.92,14.43,18.03,14.93091,0.010909999999999,False,20.00554554277,24.996534035768757,False,2020,79.56,16.24,True,-9.338863750628468,-7.430000000000007,-8.128078817733986,96.71581769436997,120.84450402144773,11.961262292091604,1,285.09999999999997,47.27791320498151,True,True
2022,Intel,INTC,USA,country,False,idm_cpu,IDM,Transition Year,False,2010,12,64.11,7.9,5.06,12.82,16.03,5.06469,0.00469,False,19.996880361878024,25.003899547652477,False,2021,72.13,14.92,True,-11.118813253847215,-8.019999999999996,-66.0857908847185,253.35968379446646,316.79841897233206,9.191924984945372,3,317.07,45.46067157973217,True,True
2023,Intel,INTC,USA,country,False,idm_cpu,IDM,AI expansion,False,2010,13,53.91,10.6,5.71,10.78,13.48,5.714459999999999,0.004459999999999,False,19.99629011315155,25.004637358560565,False,2022,64.11,5.06,True,-15.910154422087041,-10.200000000000003,12.845849802371557,188.79159369527144,236.077057793345,8.238710170398104,3,256.74,39.235882937265984,True,True
2024,Intel,INTC,USA,country,False,idm_cpu,IDM,AI expansion,False,2010,14,54.42,8.8,4.8,10.88,13.61,4.78896,0.0110399999999994,False,19.99264976111724,25.009187798603456,False,2023,53.91,5.71,True,0.9460211463550472,0.5100000000000051,-15.936952714535902,226.6666666666667,283.5416666666667,6.568418003403701,4,301.22,36.35683335143813,True,True
2025,Intel,INTC,USA,country,False,idm_cpu,IDM,AI expansion,True,2010,15,57.44,9.2,5.29,11.49,14.36,5.284479999999999,0.0055200000000006,False,20.00348189415042,25.0,False,2024,54.42,4.8,True,5.549430356486584,3.019999999999996,10.20833333333333,217.2022684310019,271.4555765595463,5.698186579897623,6,346.83,34.40637276298559,True,True
2026,Intel,INTC,USA,country,False,idm_cpu,IDM,AI expansion,True,2010,16,59.79,12.5,7.47,11.96,14.95,7.47375,0.0037500000000001,False,20.003345040976757,25.00418130122094,False,2025,57.44,5.29,True,4.0912256267409575,2.3500000000000014,41.209829867674856,160.10709504685408,200.1338688085676,5.195832210857455,6,387.14,33.642991839962455,True,True
2010,KLA,KLAC,USA,country,False,equipment_inspection,Equipment,Smart automobile expansion,False,2010,0,1.74,40.9,0.71,0.21,0.17,0.71166,0.0016599999999999,False,12.06896551724138,9.770114942528735,False,,,,False,,,,29.577464788732392,23.94366197183099,0.7404255319148936,27,29.060000000000002,12.365957446808512,False,True
2011,KLA,KLAC,USA,country,False,equipment_inspection,Equipment,Smart automobile expansion,False,2010,1,2.08,38.7,0.8,0.25,0.21,0.8049600000000001,0.00496,False,12.019230769230768,10.096153846153843,False,2010,1.74,0.71,True,19.54022988505748,0.3400000000000001,12.676056338028175,31.25,26.249999999999996,0.832666132906325,26,29.450000000000003,11.789431545236189,True,True
2012,KLA,KLAC,USA,country,False,equipment_inspection,Equipment,Smart automobile expansion,False,2010,2,2.04,34.9,0.71,0.24,0.2,0.7119599999999999,0.0019599999999999,False,11.76470588235294,9.803921568627452,False,2011,2.08,0.8,True,-1.9230769230769273,-0.040000000000000036,-11.250000000000004,33.80281690140845,28.169014084507044,0.7649904376195297,27,29.73,11.14861064236697,True,True
2013,KLA,KLAC,USA,country,False,equipment_inspection,Equipment,Smart automobile expansion,False,2010,3,2.34,38.3,0.9,0.28,0.23,0.8962199999999999,0.0037800000000001,False,11.965811965811968,9.82905982905983,False,2012,2.04,0.71,True,14.705882352941169,0.2999999999999998,26.7605633802817,31.11111111111111,25.555555555555554,0.8233058898036734,26,30.119999999999997,10.597424530293436,True,True
2014,KLA,KLAC,USA,country,False,equipment_inspection,Equipment,Smart automobile expansion,False,2010,4,2.57,40.1,1.03,0.31,0.26,1.03057,0.0005699999999999,False,12.06225680933852,10.116731517509727,False,2013,2.34,0.9,True,9.829059829059839,0.22999999999999998,14.444444444444438,30.097087378640776,25.24271844660194,0.8778221812344161,27,30.520000000000003,10.424565358472524,True,True
2015,KLA,KLAC,USA,country,False,equipment_inspection,Equipment,Smart automobile expansion,False,2010,5,2.77,43.1,1.2,0.33,0.28,1.19387,0.0061299999999999,False,11.913357400722022,10.108303249097474,False,2014,2.57,1.03,True,7.782101167315192,0.20000000000000018,16.50485436893203,27.500000000000004,23.333333333333336,0.8891884951206985,26,31.93,10.24974319465845,True,True
2016,KLA,KLAC,USA,country,False,equipment_inspection,Equipment,Smart automobile expansion,False,2010,6,3.14,37.4,1.17,0.38,0.31,1.17436,0.0043600000000001,False,12.101910828025478,9.872611464968152,False,2015,2.77,1.2,True,13.357400722021673,0.3700000000000001,-2.500000000000002,32.47863247863248,26.495726495726498,0.8503263194952204,26,40.64,11.005497332575082,True,True
2017,KLA,KLAC,USA,country,False,equipment_inspection,Equipment,Smart automobile expansion,False,2010,7,3.65,35.4,1.29,0.44,0.37,1.2920999999999998,0.0020999999999997,False,12.054794520547944,10.136986301369864,False,2016,3.14,1.17,True,16.242038216560495,0.5099999999999998,10.256410256410264,34.10852713178294,28.68217054263566,0.8481468572092482,26,50.03,11.62542116881608,True,True
2018,KLA,KLAC,USA,country,False,equipment_inspection,Equipment,Smart automobile expansion,False,2010,8,4.05,40.3,1.63,0.49,0.4,1.6321499999999998,0.0021499999999998,False,12.098765432098766,9.876543209876544,False,2017,3.65,1.29,True,10.95890410958904,0.3999999999999999,26.3565891472868,30.061349693251536,24.5398773006135,0.8504829903401931,26,57.620000000000005,12.099958000839985,True,True
2019,KLA,KLAC,USA,country,False,equipment_inspection,Equipment,Smart automobile expansion,False,2010,9,4.88,44.8,2.18,0.59,0.49,2.18624,0.0062399999999995,False,12.09016393442623,10.040983606557376,False,2018,4.05,1.63,True,20.493827160493836,0.8300000000000001,33.742331288343586,27.06422018348624,22.477064220183486,0.9857590142409858,26,59.07,11.932128067871933,True,True
2020,KLA,KLAC,USA,country,False,equipment_inspection,Equipment,Smart automobile expansion,False,2010,10,5.69,46.2,2.63,0.68,0.57,2.6287800000000003,0.0012199999999995,False,11.950790861159929,10.01757469244288,False,2019,4.88,2.18,True,16.59836065573772,0.8100000000000005,20.642201834862362,25.855513307984797,21.673003802281368,1.1296630864222041,23,63.11,12.529532053445571,True,True
2021,KLA,KLAC,USA,country,False,equipment_inspection,Equipment,Smart automobile expansion,False,2010,11,7.45,36.2,2.69,0.89,0.74,2.6969000000000007,0.0069000000000007,False,11.946308724832216,9.932885906040267,False,2020,5.69,2.63,True,30.931458699472756,1.7599999999999998,2.281368821292773,33.08550185873606,27.509293680297397,1.23542775649636,23,81.85,13.573122398553968,True,True
2022,KLA,KLAC,USA,country,False,equipment_inspection,Equipment,Transition Year,False,2010,12,9.22,36.8,3.39,1.11,0.92,3.39296,0.0029599999999998,False,12.039045553145336,9.97830802603037,False,2021,7.45,2.69,True,23.75838926174496,1.7700000000000005,26.022304832713772,32.743362831858406,27.13864306784661,1.3219396094399678,23,97.25999999999999,13.944885728213801,True,True
2023,KLA,KLAC,USA,country,False,equipment_inspection,Equipment,AI expansion,False,2010,13,10.27,41.2,4.23,1.23,1.03,4.231240000000001,0.0012400000000001,False,11.976630963972736,10.02921129503408,False,2022,9.22,3.39,True,11.388286334056396,1.049999999999999,24.77876106194692,29.078014184397162,24.349881796690305,1.569496446855658,22,104.75,16.00825246427753,True,True
2024,KLA,KLAC,USA,country,False,equipment_inspection,Equipment,AI expansion,False,2010,14,9.96,38.1,3.8,1.2,1.0,3.794760000000001,0.0052399999999992,False,12.048192771084336,10.04016064257028,False,2023,10.27,4.23,True,-3.0185004868549026,-0.3099999999999987,-10.165484633569754,31.57894736842105,26.31578947368421,1.2021580910308869,20,101.83,12.290738796152128,True,True
2025,KLA,KLAC,USA,country,False,equipment_inspection,Equipment,AI expansion,True,2010,15,11.74,43.5,5.1,1.41,1.17,5.1069,0.0068999999999999,False,12.01022146507666,9.965928449744462,False,2024,9.96,3.8,True,17.8714859437751,1.7799999999999994,34.210526315789465,27.647058823529413,22.941176470588236,1.1646363239553985,20,121.27,12.030276576326337,True,True
2026,KLA,KLAC,USA,country,False,equipment_inspection,Equipment,AI expansion,True,2010,16,13.57,41.6,5.64,1.63,1.36,5.64512,0.0051200000000006,False,12.011790714812085,10.02210759027266,False,2025,11.74,5.1,True,15.587734241908002,1.83,10.588235294117654,28.900709219858157,24.11347517730497,1.1792514316998775,20,130.6,11.349317389830803,True,True
2010,Lam Research,LRCX,USA,country,False,equipment_etch,Equipment,Smart automobile expansion,False,2010,0,2.57,28.5,0.73,0.31,0.26,0.7324499999999999,0.0024499999999999,False,12.06225680933852,10.116731517509727,False,,,,False,,,,42.465753424657535,35.61643835616439,1.0936170212765957,24,29.060000000000002,12.365957446808512,False,True
2011,Lam Research,LRCX,USA,country,False,equipment_etch,Equipment,Smart automobile expansion,False,2010,1,3.23,30.1,0.97,0.39,0.32,0.97223,0.00223,False,12.074303405572756,9.907120743034056,False,2010,2.57,0.73,True,25.680933852140075,0.6600000000000001,32.87671232876712,40.20618556701031,32.98969072164948,1.2930344275420336,23,29.450000000000003,11.789431545236189,True,True
